name,location,city,district,address,latitude,longitude,telephone
香港商世界健身事業有限公司內湖分公司,內湖店6樓心肺區,台北市,內湖區,康寧路3段72號6樓,25.070238,121.611276,02-26345488
台北日新威秀影城,2F大廳,台北市,萬華區,武昌街2段87號,25.045406,121.504409,23315256
公務人員保障暨培訓委員會,玉衡樓1樓大廳,台北市,文山區,試院路1之3號,24.987862,121.549293,02-82366922
台北金融大樓股份有限公司,觀景台89樓西面服務台,台北市,信義區,信義路5段7號,25.033880,121.564751,0989135840
國立台灣大學,辛亥路警衛室內,台北市,大安區,羅斯福路四段1號,25.020795,121.543344,33662003
國立台灣大學,農產中心,台北市,大安區,羅斯福路四段1號,25.015773,121.538149,33662003
台北金融大樓股份有限公司,商場B2-B5停車場機巡,台北市,信義區,市府路45號,25.033734,121.564708,02-81018929
香港商世界健身事業有限公司西門分公司,會員休息區,台北市,萬華區,西寧南路36號B1,25.045226,121.506498,0913706806
國立台灣大學,羅斯福路崗亭,台北市,大安區,羅斯福路四段1號,25.016677,121.533632,33662003
國立台灣大學-芳蘭校區(基隆路三段155巷50號),動科畜產館,台北市,大安區,基隆路三段155巷50號,25.012720,121.544200,33662003
國立台灣大學,電機明達館,台北市,大安區,羅斯福路四段1號,25.017873,121.544382,33662003
國立台灣大學,第2活動中心,台北市,大安區,羅斯福路4段1號,25.013007,121.536668,33662003
國立台灣大學,電機2館,台北市,大安區,羅斯福路4段1號,25.018656,121.541861,33662003
國立台灣大學,女四舍,台北市,大安區,羅斯福路四段1號,25.041758,121.523632,33662003
台北市私立文德女子高級中學,海星樓一樓川堂,台北市,內湖區,成功路3段70號,25.077971,121.588976,27904570-232
臺北市政府環境保護局山水綠生態公園,管理站,台北市,南港區,南深路37號,25.029077,121.622338,26511434*104
國立台灣大學,園藝加工館,台北市,大安區,羅斯福路四段1號,25.016872,121.537647,33662003
欣葉國際餐飲-台灣料理忠孝店,餐廳櫃檯前與#10桌間”大柱子”上,台北市,大安區,忠孝東路4段112號2樓,25.041364,121.546893,0933711765
臺北市私立大誠高級中學,健康中心,台北市,文山區,秀明路2段175號,24.991053,121.578524,02-22348989
松山文創園區,辦公廳1F,台北市,信義區,光復南路133號,25.043708,121.559325,02-2765-1388分機129
松山文創園區,二號倉庫旁,台北市,信義區,光復南路133號,25.044363,121.559901,02-2765-1388分機129
臺灣士林地方法院,法警室門口,台北市,士林區,士東路190號,25.112514,121.533080,0928027851
陽明山國家公園管理處陽明書屋管理站,陽明書屋遊客服站入口臨櫃台右側方向,台北市,北投區,中興路12號,25.162666,121.540560,0919590555
台北市私立薇閣高級中學,薇閣高中健康中心門口,台北市,北投區,珠海路50號,25.138874,121.503907,0921821083
喜都(男仕)三溫暖,B1樓走道休息區,台北市,松山區,南京東路五段38號B1,25.051371,121.559384,02-2766-3358
臺北市立石牌國民中學,總務處外靠近川堂走廊,台北市,北投區,石牌路一段139號,25.114965,121.514231,28224682*234
臺北榮民總醫院,第一門診大樓癌症篩檢暨資源整合中心,台北市,北投區,石牌路二段201號,25.120184,121.520160,0938597512
香港商世界健身事業有限公司南京分公司,一樓櫃檯,台北市,松山區,南京東路5段196號1樓,25.051197,121.564067,02-2766-9888
臺北市北投區文化國民小學,學校正門穿堂,台北市,北投區,文化三路一號,25.137094,121.496669,28933828#125
臺北市政府社會局委託天主教耕莘醫療財團法人永和耕莘醫院經營管理臺北市至善老人安養護中心,安養區3樓工作站正前方,台北市,士林區,仰德大道二段二巷50號,25.101946,121.543183,2883-2666#156
台北市私立華岡藝術學校,保健室,台北市,士林區,建業路73巷8號,25.137364,121.549816,(02)28612354#34
立榮航空股份有限公司,立榮客機,台北市,中山區,長安東路二段117號8樓,25.048523,121.535525,03-3515340
香港商世界健身事業有限公司忠孝分公司,三樓櫃檯旁,台北市,大安區,忠孝東路4段201號3樓,25.041677,121.551655,(02)27739000
台北醫學大學,綜合大樓,台北市,信義區,吳興街250號,25.025685,121.561929,27361661~2250
臺北市政府消防局城中分隊,1樓值班室,台北市,中正區,忠孝西路1段86號,25.046998,121.513444,23812839
國立台灣大學-芳蘭校區(芳蘭路71號),環研大樓,台北市,大安區,芳蘭路71號,25.011865,121.545055,33662003
國立台灣大學,戲劇1號館,台北市,大安區,羅斯福路四段1號,25.016741,121.534654,33662003
國立台灣大學,文學院大樓,台北市,大安區,羅斯福路四段1號,25.018034,121.536783,33662003
國立故宮博物院,地下一樓醫務室醫務室,台北市,士林區,至善路2段221號,25.102340,121.548411,66103600*2267
交通部民用航空局臺北國際航空站(松山機場)-國際線出境報到大廳,國際線報到大廳,台北市,松山區,敦化北路340-9號,25.063690,121.552742,02-87703418
交通部民用航空局臺北國際航空站(松山機場)-國際線候機室,國際線2樓內候機室,台北市,松山區,敦化北路340-9號,25.064497,121.551788,02-87703418
交通部民用航空局臺北國際航空站(松山機場)-入境證照查驗大廳,國際線入境證照查驗大廳,台北市,松山區,敦化北路340-9號,25.064259,121.551570,02-87703418
台北私立華興高級中學,美齡樓4樓,台北市,士林區,仰德大道1段101號,25.104975,121.538437,28316834
和泰興業股份有限公司,1樓大門口,台北市,內湖區,新湖一路36巷18號1樓,25.058408,121.574789,02-25148887分機238
德明財經科技大學,宿舍門口,台北市,內湖區,環山路1段56號,25.087775,121.567143,(02)26585801-2241
立法院,中山南路大門口左側,台北市,中正區,中山南路1號,25.043902,121.519537,02-23585238
統一綜合證券集團大樓,10樓梯廳,台北市,松山區,東興路8號,25.050177,121.565239,02-27478266轉3499
統一綜合證券集團大樓,1樓大廳,台北市,松山區,東興路8號,25.050149,121.565161,(02)27478266轉3385
臺北市市政大樓,市政大樓1樓西大門,台北市,信義區,市府路1號,25.037525,121.563782,0227258658
華信航空,27排CD行李櫃內,台北市,松山區,敦化北路405巷123弄3號,25.063040,121.557636,0227171188 ext.3603
華信航空,27排CD行李櫃內,台北市,松山區,敦化北路405巷123弄3號,25.063040,121.557636,0227171188 ext.3603
臺北市立大學天母校區,行政大樓一樓警衛室,台北市,士林區,忠誠路二段101號,25.115897,121.537253,02-28718288*1201
陽明山國家公園管理處遊客中心,遊客中心服務台旁,台北市,北投區,竹子湖路1-20號,25.155336,121.546662,(02)28613601-810
臺北市立大學天母校區,綜合體育館一樓保全櫃台旁,台北市,士林區,忠誠路二段101號,25.114404,121.536998,02-28718288*1201
國立臺灣師範大學,公館校區學七舍1樓,台北市,文山區,汀州路4段88號,25.006853,121.534678,02-77343107
臺北市藝文推廣處,藝文大樓一樓大廳服務台處,台北市,松山區,八德路三段25號,25.048342,121.552247,2577-5931*342
振興醫療財團法人振興醫院,急診入口處,台北市,北投區,振興街45號,25.116397,121.522152,28264400#6588
欣葉國際餐飲-日本料理健康店,餐廳入口處,台北市,松山區,健康路156號,25.053340,121.557196,0976-183-107
衛生福利部國民健康署台北辦公室,1樓梯廳北側,台北市,大同區,塔城街36號,25.051644,121.510316,(02)2522-0941
台北世貿中心展覽三館,大聽內左側,台北市,信義區,松壽路六號,25.035487,121.564467,02-27255200轉2803
Curves女性專用30分鐘健身中心天母店,3樓健身房面向運動區左方柱子後側,台北市,士林區,天母西路3號3樓之11,25.118609,121.529291,02-28766108
北都汽車股份有限公司-信義廠,客休室助理背後,台北市,信義區,基隆路二段149-36號,25.026520,121.555235,02-23773278
馥裕商旅台北凱達大飯店,3F宴會廳手扶梯旁,台北市,萬華區,艋舺大道167號,25.033223,121.499696,02-23836789#6536
芙尼斯有限公司(Body Body Fitness),櫃台右邊牆掛上,台北市,松山區,八德路四段620號1樓,25.049851,121.573798,0953-264300
誠隆汽車股份有限公司民權分公司,服務廠客休室,台北市,內湖區,民權東路六段23號2樓,25.068579,121.582800,0933127305
誠隆汽車股份有限公司承德服務廠,承德服務廠客休室,台北市,北投區,承德路6段339號,25.103888,121.511629,0937084773
誠隆汽車股份有限公司新生展示中心,新生展示中心,台北市,大安區,新生南路一段175號,25.034032,121.532956,0935040430
誠隆汽車股份有限公司景美展示中心,景美展示中心,台北市,文山區,羅斯福路五段88號,25.007470,121.538115,0935040430
臺北市北投區逸仙國民小學,川堂,台北市,北投區,新民路2號,25.138372,121.505163,28914537分機125
長榮國際股份有限公司,長榮國際股份有限公司,台北市,中山區,民生東路二段166號,25.057692,121.534090,02-25001522
中國文化大學,大恩館,台北市,士林區,華岡路55號,25.136543,121.538749,(02)28610511#12304
臺北市內湖運動中心,7樓游泳池,台北市,內湖區,洲子街12號,25.078266,121.575229,02-26277776#128
交通部民用航空局臺北國際航空站(松山機場)-3樓全區,3樓觀景台,台北市,松山區,敦化北路340-9號,25.064152,121.550637,02-87703418
交通部民用航空局臺北國際航空站(松山機場)-國內線候機室,國內線內候機室1樓,台北市,松山區,敦化北路340-9號,25.064167,121.549717,02-87703418
國立臺灣科技大學,第4教學大樓,台北市,大安區,基隆路4段43號,25.013887,121.541812,02-27376136
北都汽車股份有限公司-撫遠廠,服務接待櫃台後方,台北市,松山區,撫遠街419號,25.067394,121.566188,02-2761-8676
北都汽車雙園所,1樓櫃台後方,台北市,萬華區,西園路2段161號,25.028871,121.495889,0933011795
天溪綠地游泳池,游泳池入口進入泳池旁,台北市,士林區,中山北路7段219巷3弄170號,25.128423,121.531180,0932-056557
Curves女性專用30分鐘健身中心台大公館店,櫃檯後方,台北市,中正區,羅斯福路4段64號4樓,25.014576,121.534190,0933060705
國立歷史博物館,大門入口志工服務台旁,台北市,中正區,南海路49號,25.031454,121.511227,02-23610270-316
中國文化大學,大孝館(體育館),台北市,士林區,華岡路55號,25.134499,121.539216,(02)28610511#12304
國立臺灣師範大學,校本部樂智樓一樓監控室外,台北市,大安區,和平東路1段162號,25.026030,121.528283,02-77343107
交通部民用航空局臺北國際航空站(松山機場)-入境證照查驗大廳,國內線內候機室2樓,台北市,松山區,敦化北路340-9號,25.064201,121.550787,02-87703418
交通部民用航空局臺北國際航空站(松山機場)-行李提領區,國內線行李提領區,台北市,松山區,敦化北路340-9號,25.064167,121.550452,02-87703418
交通部民用航空局臺北國際航空站(松山機場)-3樓全區,國際線3樓入境廊道,台北市,松山區,敦化北路340-9號,25.064230,121.553062,02-87703418
博嘉運動公園,1F服務臺後方,台北市,文山區,木柵路4段159巷16號,25.000284,121.575257,2239-5494分機9
熱海大飯店,飯店大廳,台北市,北投區,光明路258號,25.136770,121.509374,(02)2891-5161分機2299
新光三越百貨股份有限公司台北信義分公司二館,4F醫護室,台北市,信義區,松高路12號,25.038021,121.566730,87801000
新光三越百貨(股)公司台北南西分公司三館,4F顧客服務中心,台北市,中山區,南京西路15號4樓,25.052708,121.520607,02-25641111#2303
欣欣大眾市場股份有限公司,B1美食街,台北市,中山區,林森北路247號,25.054093,121.525708,0920685177
時代國際飯店股份有限公司(台北W飯店),10樓服務中心櫃檯後方,台北市,信義區,忠孝東路5段10號,25.040671,121.565975,02-77038911
京庚健康世界股份有限公司101分公司,健身中心6樓,台北市,信義區,市府路45號6樓之2,25.033493,121.564101,02-81018018
京庚健康世界股份有限公司民生分公司,地下1樓入口左側,台北市,松山區,民生東路3段156號地下1樓,25.057461,121.547572,02-87128200
台北金融大樓股份有限公司,辦公大樓35樓,台北市,信義區,信義路5段7號35樓,25.033718,121.564809,02-81018709
台北金融大樓股份有限公司,觀景台B1團客區,台北市,信義區,信義路5段7號,25.033909,121.564568,0989135840
國立台灣大學,女八.九舍,台北市,大安區,羅斯福路4段1號,25.019871,121.539533,33662003
國立台灣大學,女一舍,台北市,大安區,羅斯福路4段1號,25.016323,121.534463,33662003
台北金融大樓股份有限公司,商場B2停車場橘2梯廳,台北市,信義區,市府路45號,25.033710,121.564718,02-81018929
國立台灣大學-長興校區(長興街50號),男七舍,台北市,大安區,長興街50號,25.014937,121.547021,33662003
君品酒店,六樓大廳,台北市,大同區,承德路1段3號,25.049469,121.516874,0975684830
國立台灣大學,語文中心,台北市,大安區,羅斯福路4段1號,25.020644,121.540970,33662003
台北金融大樓股份有限公司,商場1樓保全中繼站,台北市,信義區,市府路45號,25.033715,121.564708,02-81018929
國立台灣大學,普通大樓,台北市,大安區,羅斯福路四段1號,25.018563,121.536633,33662003
台北金融大樓股份有限公司,商場4樓都會廣場,台北市,信義區,市府路45號,25.033715,121.564740,02-81018929
國立台灣大學-水源校區(思源街18號),水源校區修齊會館,台北市,大安區,思源街18號,25.013948,121.530447,33662003
國立台灣大學,管理研教館,台北市,大安區,羅斯福路四段1號,25.013041,121.538728,33662003
國立台灣大學,化學思亮館,台北市,大安區,羅斯福路四段1號,25.020877,121.538599,33662003
國立台灣大學-醫學校區,醫學基醫大樓,台北市,中正區,仁愛路1段1號,25.039724,121.519757,33662003
國立台灣大學,生科館,台北市,大安區,羅斯福路四段1號,25.015316,121.538524,33662003
國立台灣大學,資工德田館,台北市,大安區,羅斯福路四段1號,25.019468,121.541681,33662003
台北銘傳大學,男生宿舍2樓,台北市,士林區,中山北路5段250號,25.085886,121.529024,0916134606
交通部臺灣鐵路管理局臺北運務段松山站,松山站旅客諮詢服務中心旁,台北市,信義區,松山路11號,25.049180,121.577990,02-2766-6323
世新大學,後校門警衛室,台北市,文山區,試院路148號,24.989972,121.546917,22368225#2079
國立台灣大學-長興校區(長興街31號),男八宿舍,台北市,大安區,長興街31號,25.017071,121.545103,33662003
國立台灣大學,應力館,台北市,大安區,羅斯福路四段1號,25.019818,121.540863,33662003
國立台灣大學-醫學校區,醫學國際會議中心,台北市,中正區,仁愛路1段1號,25.040772,121.520655,33662003
國立台灣大學,法律霖澤館,台北市,大安區,羅斯福路四段1號,25.020600,121.543730,33662003
台北金融大樓股份有限公司,台北101尊榮俱樂部,台北市,信義區,市府路45號,25.033617,121.564826,02-81018929
艾奕康工程顧問股份有限公司,辦公室入口電梯牆面,台北市,信義區,信義路五段8號16樓,25.032750,121.561219,27200999
臺北市立蘭州國民中學,本校大門口穿堂,台北市,大同區,大龍街187巷1號,25.069322,121.516736,25918269分機305
臺北市大同區雙蓮國小,警衛室,台北市,大同區,錦西街51號,25.060161,121.516690,02-25570309#1026
臺北市大同區雙蓮國小,健康中心內,台北市,大同區,錦西街51號,25.061047,121.516712,02-25570309#1026
國立交通大學台北分部,警衛室內,台北市,中正區,忠孝西路1段118號,25.047245,121.511884,03-5731906
國立臺灣科技大學,體育館1樓衛生保健組,台北市,大安區,基隆路4段43號,25.014169,121.542993,02-27376136
國立中正紀念堂管理處,國立中正紀念堂護理服務站入口處,台北市,中正區,中山南路21號,25.034677,121.521787,23431100-1072
財團法人臺灣敦睦聯誼會所屬作業組織圓山大飯店,1樓大廳服務台旁邊,台北市,中山區,中山北路4段1號,25.078575,121.526143,28861818ext 1866或0934315972
國立臺北護理健康大學,科技大樓一樓健康中心對面,台北市,北投區,明德路365號,25.117539,121.520679,02-28227101*2451
交通部民用航空局臺北國際航空站(松山機場)-國內線報到大廳,國內線報到大廳,台北市,松山區,敦化北路340-9號,25.063749,121.550227,02-87703418
世新大學,衛生保健組保健室內,台北市,文山區,試院路148號,24.989821,121.546340,22368225#2078
國立臺灣科技大學,第三學生宿舍,台北市,大安區,基隆路4段43號,25.012606,121.542362,02-27376136
交通部民用航空局臺北國際航空站(松山機場)-3樓全區,國際線3樓入境廊道,台北市,松山區,敦化北路340-9號,25.064142,121.550787,02-87703418
北都汽車股份有限公司-光復所廠,1樓結帳辦公室,台北市,松山區,光復北路15號,25.049718,121.558073,02-27487669
北都汽車lexus仁愛營業所,一樓展示間,台北市,大安區,仁愛路三段32號,25.037616,121.536820,27058111
國立臺灣師範大學,校本部體育館2樓,台北市,大安區,和平東路1段162號,25.025797,121.526706,02-77343107
國立臺灣師範大學,校本部男一舍1樓,台北市,大安區,師大路11號,25.025889,121.528777,02-77343107
國家表演藝術中心國家兩廳院,音樂廳一號門售票口,台北市,中正區,中山南路21-1號,25.037355,121.519244,02-33939583
馬偕醫護管理專科學校,關渡校區大禮堂門口,台北市,北投區,聖景路92號,25.122187,121.464441,02-28584180#2153
Curves 女性專用30分鐘健身中心文山保儀店,服務櫃台右手邊,台北市,文山區,保儀路11號4F-1,24.988546,121.568673,0935101556
台北世貿中心展覽大樓,世貿中心展覽大樓二樓貴賓室旁,台北市,信義區,信義路5段5號,25.033170,121.562245,02-27251361
Curves女性專用30分鐘健身中心民生圓環店,櫃臺旁,台北市,松山區,民生東路五段133號2樓,25.059079,121.562500,0982489831
北都汽車股份有限公司-敦化所,展示間吧台處,台北市,松山區,八德路三段2號1樓,25.048114,121.549426,02-25796285
Curves女性專用30分鐘健身中心圓山花博店,大門左側,台北市,大同區,承德路三段229號3F-4,25.070537,121.518707,02-25997138
MAJI MAJI集食行樂,集食行樂服務台外,台北市,中山區,玉門街1號(好味全市集),25.069604,121.522012,02-25977112#109
國都汽車陽明服務廠,服務廠客休室,台北市,北投區,大業路6號,25.121955,121.499694,28950404
永豐證券投資信託股份有限公司,13樓電梯梯廳,台北市,中正區,博愛路17號13樓,25.045649,121.511466,0939598333
家福股份有限公司,5樓總機,台北市,北投區,大業路136號5樓,25.124113,121.499354,02-2898-1999#8653
城市學校財團法人臺北城市科技大學,財經大樓大廳,台北市,北投區,學園路2號,25.136126,121.470230,02-2895-2619
漾館時尚溫泉飯店,大廳公廁前方,台北市,北投區,溫泉路63號,25.135224,121.504667,02-28911118
台南海鮮會館,會館大廳櫃檯,台北市,士林區,基河路130號B1,25.089169,121.523022,0976802847
臺北市建成地政事務所,8樓民眾服務區,台北市,萬華區,和平西路3段120號7-9樓,25.035002,121.499888,02-23062122*403
臺北市立聯合醫院林森中醫昆明院區,中醫中心二樓候診室出口,台北市,萬華區,昆明街100號,25.044286,121.504852,23887088-3911
巴克斯有限公司,運動區,台北市,中山區,台北市長安東路一段75號B1,25.048460,121.527843,0917715879
台灣飛利浦股份有限公司(台北),台灣飛利浦門口接待大廳,台北市,南港區,園區街3-1號G棟14樓,25.058486,121.611882,02-37892969
布勒斯運動顧問,布勒斯運動顧問,台北市,中山區,復興北路446號,25.059159,121.547119,0973209167
極進化體能中心,會員休息區,台北市,信義區,基隆路1段153號B1F,25.042259,121.565464,02-27492565
臺北市朱崙老人公寓,老人公寓4樓,台北市,中山區,龍江路15號4樓,25.047436,121.540497,2778-5153*101
晶鑽時尚診所,診所內手術室旁,台北市,信義區,忠孝東路四段563號3樓,25.041574,121.563037,0925521617
聯意製作股份有限公司,台北市內湖區瑞光路451號1樓ATM旁,台北市,內湖區,瑞光路451號,25.078836,121.570080,21628281
臺北市南港區舊莊國民小學,健康中心,台北市,南港區,舊莊街一段100號,25.040245,121.619539,02-27821418#123
臺灣集中保管結算所股份有限公司(3F),台北市松山區復興北路363號3樓,台北市,松山區,復興北路363號3樓,25.060561,121.544354,02-25141432
陸軍後勤指揮部,忠勤營區醫務所,台北市,南港區,忠孝東路六段360號,25.049600,121.591483,02-26512300
陸軍後勤指揮部,忠勤營區醫務所,台北市,南港區,忠孝東路六段360號,25.049600,121.591483,02-26512300
南機場樂活園地,南機場樂活園地,台北市,中正區,中華路二段315巷16、18號,25.028396,121.506896,02-23036281
民權里里辦公處,台北市大同區蘭州街12號,台北市,大同區,蘭州街12號,25.062724,121.511306,0932844756
國立臺北護理健康大學,學生餐廳一樓外,台北市,北投區,明德路365號,25.117539,121.520679,02-28227101*2451
復興航空運輸股份有限公司,8樓,台北市,大安區,敦化南路二段39號8樓,25.031644,121.549215,27552377*25967
Curves女性專用30分鐘健身中心六張犁店,店內,台北市,大安區,和平東路三段258號4樓,25.021520,121.555324,0936235922
臺北市大龍老人住宅,臺北市大龍老人住宅,台北市,大同區,民族西路105號4樓,25.068726,121.517358,02-66178186
臺北市文山區萬和里辦公處,關懷據點內,台北市,文山區,汀洲路4段215號1樓,25.002948,121.535594,0932915189
南山人壽保險股份有限公司-南山金融中心,1樓大廳,台北市,信義區,莊敬路168號,25.031794,121.561091,02-87589539
士林203號公園,士林203號公園管理所,台北市,士林區,中山北路五段378巷26號,25.090522,121.530027,02-28832130轉106
景華公園地下停車場,監控室附近,台北市,文山區,景華街55號B1,24.995148,121.543799,02-2711-5547
城市學校財團法人臺北城市科技大學,愛園大樓2樓宿舍旁,台北市,北投區,學園路2號,25.133617,121.468879,02-2895-2619
臺北市龍山啟能中心,會議室,台北市,萬華區,梧州街36號4樓,25.037327,121.497521,0928464177
全球人壽保險股份有限公司,4樓大廳,台北市,信義區,市民大道六段288號4樓,25.049366,121.579005,6613-6557
上海商業儲蓄銀行股份有限公司(總行),一樓保全櫃檯,台北市,中山區,民權東路一段2號,25.062524,121.522997,02-25817111#4226
臺北市政府社會局大安老人服務中心,大廳右側角落,台北市,大安區,辛亥路三段223號3樓,25.016022,121.550788,2733-4012
臺北市大同區太平國民小學,行政大樓一樓中央川堂靠總務處門口,台北市,大同區,延平北路二段239號,25.061411,121.511471,0931801803
臺北市北投區湖山國民小學,行政大樓穿堂,台北市,北投區,湖底路11號,25.150082,121.535783,28610148分機1912或122
臺北市政府社會局松山老人服務中心,民生活動中心九樓老人服務中心,台北市,松山區,民生東路五段163號之1九樓,25.059157,121.562570,27565018
臺北巿士林區陽明山國民小學,活動中心1樓川堂,台北市,士林區,仰德大道3段61號,25.119332,121.552817,(02)28616366#132
台北市萬華區西園國民小學,書香樓一樓走廊,台北市,萬華區,東園街73巷65號,25.026663,121.498884,2303-0257#100
臺北市民生社區中心(民政局管理樓層),11樓管理員室,台北市,松山區,民生東路5段163之1號,25.059315,121.562908,02-27606294
南港區胡適國民小學,聯合辦公室外牆面上,台北市,南港區,舊莊街1段一號,25.042389,121.617235,27824949
馥裕商旅台北凱達大飯店,一樓大廳門口,台北市,萬華區,艋舺大道167號,25.033223,121.499696,02-23836789#6536
臺北市政府社會局委託財團法人育成社會福利基金會辦理臺北市鵬程啟能中心,大廳飲水機旁,台北市,松山區,健康路399號6樓,25.054666,121.568804,02-27606277
妮飛健身空間,妮飛健身空間,台北市,內湖區,瑞湖街99號,25.073447,121.576145,0989119229
北都汽車南港廠,客戶休息室內,台北市,南港區,南港路3段92號,25.053879,121.590551,0933129502
北都汽車股份有限公司-萬大廠,客戶休息室,台北市,萬華區,艋舺大道91號,25.033782,121.502704,02-23042255
北都汽車lexus南港營業所、服務廠,門口入口旁,台北市,南港區,南港路3段168號,25.053135,121.587513,27865588
北都汽車股份有限公司-lexus內湖所廠,入口玻璃門旁,台北市,內湖區,瑞光路356號,25.077034,121.572925,2658-8977
國立臺灣師範大學,校本部樸大樓2樓,台北市,大安區,和平東路1段162號,25.025213,121.526728,02-77343107
Curves 可爾姿女性30分鐘環狀運動西門漢中店,櫃台附近更衣室內,台北市,萬華區,漢中街157號2樓,25.041502,121.507173,0922859889
Curves女性專用30分鐘健身中心市府永春店,會員等待區,台北市,信義區,忠孝東路5段259號3樓,25.041146,121.571770,02-27566078
Curves女性專用30分鐘健身中心-信義通化店,大門入口側邊櫃子上,台北市,大安區,信義路四段263號3樓之1,25.033406,121.553989,(02)27043470
南港展覽館,4樓服務台,台北市,南港區,經貿二路1號,25.056902,121.618175,02-27255200-5518
北都汽車股份有限公司-大安所廠,A廠出入口,台北市,大安區,和平東路二段128號,25.024602,121.543701,02-27329295
北都汽車股份有限公司-東湖廠,工廠內客戶休息室,台北市,內湖區,潭美街791號,25.063786,121.610599,02-2793-9639
台北市中華基督教青年會唭哩岸會館,1樓櫃台旁,台北市,北投區,承德路七段312號,25.117058,121.504508,２８２２７０７０
糖部文化園區,糖業文化展示館左邊大門入口右側,台北市,萬華區,大理街132-10號,25.033203,121.495065,27208889#3540
臺北市南港運動中心,二樓健身入口處,台北市,南港區,玉成街69號,25.048941,121.581949,0937-995523
實踐大學,體育館1樓衛生保健一組內,台北市,中山區,大直街70號,25.085026,121.544822,0915292426
臺北市中山運動中心,2樓健身房旁,台北市,中山區,中山北路2段44巷2號,25.054856,121.521417,02-25811060轉222
淡江大學台北校園,大門警衛台旁,台北市,大安區,金華街199巷5號,25.031176,121.528366,(02)23214032
台北喜來登大飯店,1樓員工出入口安全室門口外面,台北市,中正區,忠孝東路1段12號,25.044759,121.522509,02-66331680
立榮航空股份有限公司,立榮客機,台北市,中山區,長安東路二段117號8樓,25.048501,121.535545,03-3515340
立榮航空股份有限公司,立榮客機,台北市,中山區,長安東路二段117號8樓,25.048501,121.535545,03-3515340
立榮航空股份有限公司,立榮客機,台北市,中山區,長安東路二段117號8樓,25.048501,121.535545,03-3515340
羅氏大藥廠股份有限公司,11樓電梯出口正對面,台北市,松山區,民生東路3段134號9樓,25.057440,121.546813,0225446511
南湖高中運動中心,游泳池看台後方休息區,台北市,內湖區,康寧路三段220號,25.066822,121.610897,02-26322525
台北市北投區湖田國民小學,健康中心內,台北市,北投區,竹子湖路17-2號,25.168429,121.538771,28616963#32
陽明山國家公園小油坑遊客服務站,小油坑遊客服務站內,台北市,北投區,竹子湖路69號,25.176434,121.546896,02-28617024
微風置地股份有限公司松高分公司,3F服務台旁,台北市,信義區,松高路16號,25.038983,121.567273,02-6636-9959#3528
國都汽車L松江營所,營業所展間,台北市,中山區,松江路550號,25.065868,121.533494,2508-1088
國都汽車南松江營業所,營業所展示間,台北市,中山區,松江路127號,25.053374,121.533248,2517-6761
Curves女性專用30分鐘健身中心古亭店,置物櫃左側,台北市,中正區,羅斯福路二段116號3樓之1,25.026369,121.522740,02-23643002
中央研究院,行政大樓警衛室,台北市,南港區,研究院路2段128號,25.042006,121.616233,02-27899894
台北市成功高中運動中心,地下1樓電梯出口旁,台北市,中正區,濟南路一段71號,25.043032,121.523123,0932342067
北都汽車股份有限公司-松山廠,3樓結帳櫃檯後方,台北市,信義區,基隆路一段88號,25.046411,121.567326,02-2769-5823
中央研究院生物化學研究所,一樓詢問台旁牆邊,台北市,南港區,研究院路2段128號,25.042905,121.613095,02-27855696-1160
英屬維京群島商品升健身(股)有限公司台灣分公司,B1櫃檯旁,台北市,大安區,信義路3段109號B1,25.033749,121.539185,02-27032324
中國文化大學推廣教育部 大夏館,"大夏館一樓,C樓梯梯間",台北市,大安區,建國南路2段231號一樓,25.025891,121.538096,02-27005858#8331
臺北市立萬華國民中學,健康中心內,台北市,萬華區,西藏路201號,25.029107,121.498835,23394567-129
中華電信數據通信分公司,警衛櫃台旁,台北市,中正區,信義路1段21號,25.036743,121.523230,02-23444738
泉心健康休閒事業股份有限公司,櫃檯前,台北市,松山區,健康路156號B1,25.053320,121.557163,0988288020
和泰汽車股份有限公司,13樓職業安全衛生室,台北市,中山區,松江路121號13樓,25.052523,121.533406,(02)2506-2121#1296
聖宜診所,手術室內,台北市,大安區,忠孝東路4段126-24號,25.041026,121.547453,0287725021
香港商世界健身事業有限公司公館分公司,2F櫃檯飲料販賣機旁邊,台北市,中正區,羅斯福路四段68號2F,25.014616,121.534230,0963282716
家樂福(南港店),B2顧客休息區,台北市,南港區,南港路二段20巷5號B1樓之1,25.054463,121.605544,27882550
統一速達股份有限公司,5樓電梯出口正前方,台北市,南港區,重陽路200號5樓,25.057802,121.602424,0911-267-099
臺北市立北投國民中學,警衛室內,台北市,北投區,北投區溫泉路62號,25.134540,121.504331,28912091#308
財團法人公共電視文化事業基金會,A棟大廳警衛室右邊,台北市,內湖區,康寧路3段75巷50號,25.074366,121.609316,02-26338191
辛亥國小,健康中心內,台北市,文山區,辛亥路4段130號,25.004450,121.556723,02-29357282
香港商世界健身有限公司內湖民權分公司,櫃檯前方,台北市,內湖區,民權東路六段180巷6號B2,25.068201,121.592457,02-27905522
監察院,大門入口,台北市,中正區,忠孝東路一段2號,25.045221,121.519995,23413183#608
國立臺北科技大學,中正館,台北市,大安區,忠孝東路3段1號,25.043352,121.535811,27712171#1265
微風．三總商店街,服務台前方展示櫃下方,台北市,內湖區,成功路二段325號B1,25.072194,121.593775,02-6600-1962
天母國際聯誼會,B2健身房前,台北市,士林區,中山北路六段88號B1,25.104917,121.525007,0939323224
